index,file_name,program_name,start_time,end_time,speaker,transcription,start_time_ms,end_time_ms
3925,4895.wav,لماذا فشل جارديم,01:08:46.310000,01:09:11.550000,أبو سعود,علشان كذا أنا ما أقدر صراحة دعنا نقول أقول الملامة كانت ببداية الموسم. أمانةً لما وقع الهلال مع جارديم أنا ما صدقت لإنه اسم عظيم جدًا اسم كبير جدًا وتعرف أنه بهذا العمر هذا الاسم مطلوب وأعتقد الخطوة الجاية التي بتكون له في أوربا بتكون أكبر مقياس لذلك. ولكن الفشل الذريع الذي حدث حتى وإن حقق دوري الأبطال ما كان متوقع أن يكون أنا ما كنت أتوقع ليوناردو جارديم ما راح يقدر يسيطر على مجموعته.,4436000,4701000
3926,4896.wav,لماذا فشل جارديم,01:09:11.550000,01:09:23.390000,أبو علي,وهو ترى في الغالب يا أبو سعود نربطها مع نقطة لما تكلمت عن أن اللاعبين لا يخشون المدرب. أنا ممكن أرجع العامل الأول لعدم نجاح جارديم هو عامل خلنا نقول نفسي أو ذهني.,4701000,4553000
3927,4897.wav,لماذا فشل جارديم,01:09:23.390000,01:09:23.600000,أبو سعود,من ناحية شخصية,4553000,4763000
3931,4903.wav,لماذا فشل جارديم,01:12:30.630000,01:12:31.170000,أبو سعود,تعريفيًا,4980000,4521000
3932,4904.wav,لماذا فشل جارديم,01:12:31.170000,01:12:36.120000,أبو علي,بالضبط لأنه لو صارت سيناريوهات ثانية بالنسبة للهلال أنا أتوقع إن الفريق كان سيتأثر.,4521000,4476000
3933,4905.wav,لماذا فشل جارديم,01:12:36.120000,01:12:36.330000,أبو سعود,صحيح,4476000,4686000
3934,4906.wav,لماذا فشل جارديم,01:12:36.330000,01:12:37.830000,أبو علي,خلينا في البديل رامون دياز.,4686000,5187000
3935,4907.wav,لماذا فشل جارديم,01:12:37.830000,01:12:45.850000,أبو سعود,طبعًا نحن في حالة البديل برضو بحسب صحيفة الجزيرة بحسب صحيفته الرياضية، أن الإعلان عن رامون دياز ممكن يكون اليوم,5187000,5215000
3937,4911.wav,لماذا فشل جارديم,01:13:50.970000,01:13:52.710000,أبو سعود,دقيقة ليش حديته بنهاية الموسم؟,5400000,5142000
3938,4912.wav,لماذا فشل جارديم,01:13:52.710000,01:13:59.070000,أبو علي,ما أعتقد أنه الشخص اللي أبني عليه لعدة سنوات قادمة,5142000,4509000
3939,4913.wav,لماذا فشل جارديم,01:13:59.070000,01:14:00.630000,أبو سعود,ما هو الشخص اللي بنى جيلك؟,4509000,5070000
3940,4914.wav,لماذا فشل جارديم,01:14:00.630000,01:14:07.680000,أبو علي,لسببين أولًا هو أتى في فترة مستوى التنافس في الدوري السعودي مختلف تمامًا عن الآن.,5070000,5127000
3941,4915.wav,لماذا فشل جارديم,01:14:07.680000,01:14:07.890000,أبو سعود,أفضل ولا أقل؟,5127000,5337000
3942,4916.wav,لماذا فشل جارديم,01:14:07.890000,01:14:46.680000,أبو علي,الدوري السعودي بعد ثمانية عشر موسم ثمانية عشر وتسعة عشر شيء وما قبل ثمانية عشر وتسعة عشر شيء ثاني. لما زادوا عدد اللاعبين الأجانب كمًا وكيفًا الدوري راح باتجاه ثاني تمامًا، فما ما أحب كثير إني أقيس على ما قبل ذلك. أيضًا هو جاء للهلال في فترة أسلوب اللعب الذي كان يعتمد عليه أربعة ثلاثة ثلاثة أو دعنا نقول ما يعرف باللي يسمونها شجرة الكريسماس. وهي إحدى البدع التي ابتدعها كارلو أنشيلوتي أنه ثلاثة محاور قدامهم اثنين مش أجنحة لا يلعبون في عمق الملعب وقتها كان سيدور فوكاكا وأمامهم مهاجم.,5337000,5166000
3943,4917.wav,لماذا فشل جارديم,01:14:46.680000,01:14:48.810000,أبو سعود,وفي الهلال نواف العبد وقدامهم خربين.,5166000,5298000
3944,4919.wav,لماذا فشل جارديم,01:15:23.240000,01:15:25.310000,أبو سعود,طيب ليش أبو علي حكمت إنه بيلعب ثلاثة محاور؟,4763000,4835000
3945,4920.wav,لماذا فشل جارديم,01:15:25.310000,01:15:40.580000,أبو علي,أنا قاعد أقيس على الفترة السابقة بجيك الآن، هو ممكن يغير طريقة اللعب. هو أمر المدربين ترى عادةً ما يتكيفون وهذا اللي لمنا جارديم عليه أن يتكيف مع شكل الفريق. لكن اللي يخوف هي تجارب دياز ما بعد الهلال من لما طلع من الهلال إلى اليوم.,4835000,5120000
3946,4921.wav,لماذا فشل جارديم,01:15:40.580000,01:15:49.730000,أبو سعود,لا خلنا نمسكها واحد واحد أبو علي تجارب الهلال. راح أعتقد للنادي المصري شو اسمه؟,5120000,5279000
3948,4925.wav,لماذا فشل جارديم,01:18:26.300000,01:18:29.480000,أبو سعود,رازفان لوشيسكو مثل ما قلت لك، مع الهلال؟,5006000,5189000
3949,4926.wav,لماذا فشل جارديم,01:18:29.480000,01:18:39.080000,أبو علي,لا أتكلم عن أنه يعود مرة أخرى، رازفان لا مع ب«حسنًا» أكيد أن النجاحات أقل من اللي صارت في المرة الأولى وكثير نماذج كارينيو مع النصر,5189000,4799000
3950,4929.wav,لماذا فشل جارديم,01:18:45.050000,01:18:47.990000,أبو سعود,اي صحيح ولكنه درب في 2013 بعدين قات أنشيلوتي رجع في 2016,4775000,5717000
3951,4930.wav,لماذا فشل جارديم,01:18:47.990000,01:18:58.880000,أبو علي,لكن أنا أتكلم لك عن أنه يكون عندك فترة ناجحة في كارينيو مع النصر أيضًا أحد أبرز الأمثلة على ذلك وأرجوك أنا لا أحب تعليب الآراء لكن,5717000,5618000
3952,4931.wav,لماذا فشل جارديم,01:18:58.880000,01:18:59.120000,أبو سعود,جواب متحفظ جدًا,5618000,4859000
3953,4932.wav,لماذا فشل جارديم,01:18:59.120000,01:19:07.040000,أبو علي,لا في شواهد عديدة يا أبو سعود هذه من الأشياء اللي تحتاج خلنا نقول لك بأمانة إلى دراسات مثل مثلًا,4859000,4787000
3954,4933.wav,لماذا فشل جارديم,01:19:07.040000,01:19:07.350000,أبو سعود,تحتاج تشوف,4787000,5097000
3955,4934.wav,لماذا فشل جارديم,01:19:07.350000,01:19:17.300000,أبو علي,لا مثل فكرة اليوم إنه ليش دائمًا الفريق صاحب الأرض هو عنده أفضلية إنه يفوز؟ مع إنها كرة قدم وإحدى عشر لاعب في الملعب والمفروض أن الحظوظ تكون متساوية,5097000,5057000
3958,4939.wav,لماذا فشل جارديم,01:26:52.840000,01:26:57.770000,أبو علي,نحن أطلنا كثير في الحديث عن الهلال ولكن لأنه اجتمع للهلال الأمرين,6052000,5987000
3959,4940.wav,لماذا فشل جارديم,01:26:57.770000,01:26:59.110000,أبو سعود,وهذا طبيعة الحدث.,5987000,5329000
3961,4942.wav,لماذا فشل جارديم,01:27:43.060000,01:27:46.480000,أبو سعود,ما استغربت أبو علي لما شفت حمد الله في تيشيرت الاتحاد يلعب ضد النصر؟,5323000,5746000
3962,4943.wav,لماذا فشل جارديم,01:27:46.480000,01:27:52.300000,أبو علي,أنا استغربت من المباراة الأولى شعور الاستغراب خلينا نقول ذاب مع الوقت,5746000,5572000
3963,4945.wav,لماذا فشل جارديم,01:27:55.690000,01:27:56.590000,أبو علي,أنت شايف,5965000,5866000
3964,4946.wav,لماذا فشل جارديم,01:27:56.590000,01:27:59.230000,أبو سعود,يا أخي قسمًا بالله جاءني «خطأ» تحس أنه في شيء غريب,5866000,5509000
3965,4947.wav,لماذا فشل جارديم,01:27:59.230000,01:28:00.910000,أبو علي,شعور غريب,5509000,6190000
3966,4948.wav,لماذا فشل جارديم,01:28:00.910000,01:28:03.850000,أبو سعود,واللي يتدخل عليه أنسل اللي كان جاي,6190000,6133000
3967,4949.wav,لماذا فشل جارديم,01:28:03.850000,01:28:19.800000,أبو علي,أنا أشعر كذا وهو رايح بالكرة لسلطان الغنام أتذكر مشهد ليفاندوفيسكي ومانويل رويز لما كانوا يناظرون بعض قبل عملية «الوسط» كما قال المغني في الأغنية هذا آخر ما وصلنا له تخيل,6133000,6099000
3968,4950.wav,لماذا فشل جارديم,01:28:19.800000,01:28:21.100000,أبو سعود,أي أغنية هذه؟,6099000,5401000
3969,4951.wav,لماذا فشل جارديم,01:28:21.100000,01:28:36.080000,أبو علي,لا تختبر ذاكرتي الحين يا أبو سعود. المهم دعنا نبدأ في حديثنا عن المباراة عن أساسًا إقامة المباراة بين الجمهور، أنا لو كنت واحد أبي أخرب الدوري السعودي.,5401000,5396000
3970,4952.wav,لماذا فشل جارديم,01:28:36.080000,01:28:36.350000,أبو سعود,اي والله,5396000,5666000
3971,4954.wav,لماذا فشل جارديم,01:29:34.490000,01:29:34.910000,أبو سعود,صحيح,5864000,6284000
3973,4956.wav,لماذا فشل جارديم,01:30:29.250000,01:30:30.290000,أبو سعود,فعلًا,5679000,5720000
3974,4959.wav,لماذا فشل جارديم,01:32:01.140000,01:32:05.760000,أبو علي,لا نفس النقطة اللي تكلمناها عن كنو مش مقبول منك كلاعب بهذه القيمة.,5661000,6285000
3975,4960.wav,لماذا فشل جارديم,01:32:05.760000,01:32:06.750000,أبو سعود,لا أتكلم على المستوى الإداري.,6285000,6276000
3976,4962.wav,لماذا فشل جارديم,01:32:07.980000,01:32:26.400000,أبو سعود,اي أكيد طبعًا مثل هذا النوع من اللقاءات ما يجي محض صدفة يجي بعد تنسيق طويل ومعقد مركز أعلامي ومعرفة وش هي المحاور اللي بتتكلم عنها وأكيد إنه واحد مثل تاليسكا ما يرتجل بهذا النوع من خلنا نقول إظهار حمد الله بجانب المذنب في النصر سواءً كان هذا الكلام صحيح ولا مو بصحيح بس حتى لو كان صحيح,6507000,5946000
3977,4963.wav,لماذا فشل جارديم,01:32:26.400000,01:32:29.380000,أبو علي,التوقيت هو الخلاف أكثر شيء على التوقيت,5946000,5929000
3978,4964.wav,لماذا فشل جارديم,01:32:29.380000,01:32:34.230000,أبو سعود,ما تشوف إنه سحب أهم لاعب يرتكز عليه النصر خارج الملعب قبل المباراة؟,5929000,5784000
3980,4966.wav,لماذا فشل جارديم,01:34:11.950000,01:34:15.100000,أبو سعود,هي بين,6601000,5755000
3981,4968.wav,لماذا فشل جارديم,01:34:15.910000,01:34:18.760000,أبو سعود,فيتوريا ولا كارينيو؟,6565000,6418000
3982,4970.wav,لماذا فشل جارديم,01:34:26.560000,01:34:27.640000,أبو سعود,يا ساتر.,6226000,6307000
3983,4971.wav,لماذا فشل جارديم,01:34:27.640000,01:34:29.530000,أبو علي,سلسلة ثلاثة عشر انتصار متتالي.,6307000,6199000
3984,4972.wav,لماذا فشل جارديم,01:34:29.530000,01:34:31.030000,أبو سعود,ويجيك واحد بعدين يقول كارينيو مدرب نفسي,6199000,5701000
3985,4974.wav,لماذا فشل جارديم,01:34:34.090000,01:34:35.020000,أبو سعود,سامي؟,5764000,5695000
3986,4975.wav,لماذا فشل جارديم,01:34:35.020000,01:34:39.940000,أبو علي,من 2012 إلى 2013 اللي أعتقد إنه الفتح فاز بالدوري إذا ما كنت مخطئ,5695000,6619000
